0	47	2209
0	47	2209
0	49	2401
0	51	2601
0	47	2209
0	50	2500
0	54	2916
0	44	1936
0	46	2116
0	52	2704
0	44	1936
0	46	2116
0	52	2704
0	49	2401
0	51	2601
0	46	2116
0	49	2401
0	49	2401
0	50	2500
0	47	2209
0	49	2401
0	58	3364
0	46	2116
0	52	2704
0	50	2500
0	46	2116
0	52	2704
0	61	3721
0	45	2025
0	53	2809
0	52	2704
0	53	2809
0	43	1849
0	55	3025
0	53	2809
0	43	1849
0	55	3025
0	44	1936
0	48	2304
0	50	2500
0	49	2401
0	51	2601
0	44	1936
0	52	2704
0	50	2500
0	42	1764
0	43	1849
0	49	2401
0	48	2304
0	46	2116
0	49	2401
0	51	2601
0	51	2601
0	52	2704
0	49	2401
0	53	2809
0	52	2704
0	55	3025
0	49	2401
0	43	1849
0	56	3136
0	50	2500
0	46	2116
0	43	1849
0	51	2601
0	45	2025
0	50	2500
0	42	1764
0	51	2601
0	49	2401
0	51	2601
0	43	1849
0	46	2116
0	45	2025
0	39	1521
0	49	2401
0	47	2209
0	45	2025
0	47	2209
0	49	2401
0	51	2601
0	55	3025
0	46	2116
0	45	2025
0	48	2304
0	43	1849
0	44	1936
0	48	2304
0	59	3481
0	44	1936
0	49	2401
0	48	2304
0	49	2401
0	44	1936
0	43	1849
0	50	2500
0	52	2704
0	50	2500
0	48	2304
0	50	2500
0	45	2025
0	45	2025
0	48	2304
0	55	3025
0	52	2704
0	52	2704
0	44	1936
0	44	1936
0	45	2025
0	50	2500
0	49	2401
0	48	2304
0	45	2025
0	56	3136
0	48	2304
0	49	2401
0	51	2601
0	45	2025
0	46	2116
0	56	3136
0	48	2304
0	50	2500
0	45	2025
0	54	2916
0	46	2116
0	53	2809
0	43	1849
0	52	2704
0	48	2304
0	58	3364
0	45	2025
0	53	2809
0	52	2704
0	54	2916
0	49	2401
0	49	2401
0	51	2601
0	54	2916
0	49	2401
0	48	2304
0	48	2304
0	54	2916
0	50	2500
0	46	2116
0	50	2500
0	43	1849
0	49	2401
0	48	2304
0	52	2704
0	58	3364
0	49	2401
0	49	2401
0	44	1936
0	51	2601
0	50	2500
0	45	2025
0	54	2916
0	52	2704
0	52	2704
0	50	2500
0	48	2304
0	47	2209
0	49	2401
0	51	2601
0	42	1764
0	56	3136
0	49	2401
0	47	2209
0	50	2500
0	47	2209
0	43	1849
0	47	2209
0	48	2304
0	48	2304
0	46	2116
0	54	2916
0	49	2401
0	46	2116
0	48	2304
0	47	2209
0	44	1936
0	52	2704
0	51	2601
0	49	2401
0	46	2116
0	48	2304
0	50	2500
0	52	2704
0	48	2304
0	53	2809
0	58	3364
0	50	2500
0	50	2500
0	42	1764
0	44	1936
0	46	2116
0	45	2025
0	47	2209
0	45	2025
0	49	2401
0	48	2304
0	43	1849
0	43	1849
0	56	3136
0	44	1936
0	51	2601
0	53	2809
0	45	2025
0	46	2116
0	45	2025
0	48	2304
0	52	2704
0	51	2601
0	44	1936
0	55	3025
0	50	2500
0	51	2601
0	54	2916
0	49	2401
0	45	2025
0	52	2704
0	57	3249
0	44	1936
0	47	2209
0	54	2916
0	52	2704
0	49	2401
0	52	2704
0	50	2500
0	54	2916
0	54	2916
0	52	2704
0	55	3025
0	57	3249
0	50	2500
0	46	2116
0	45	2025
0	43	1849
0	48	2304
0	43	1849
0	51	2601
0	45	2025
0	50	2500
0	49	2401
0	55	3025
0	45	2025
0	49	2401
0	48	2304
0	46	2116
0	53	2809
0	47	2209
0	42	1764
0	49	2401
0	48	2304
0	51	2601
0	53	2809
0	52	2704
0	52	2704
0	50	2500
0	54	2916
0	53	2809
0	51	2601
0	49	2401
0	52	2704
0	43	1849
0	53	2809
0	48	2304
0	47	2209
0	49	2401
0	51	2601
0	45	2025
0	51	2601
0	55	3025
0	46	2116
0	47	2209
0	46	2116
0	44	1936
0	48	2304
0	48	2304
0	56	3136
0	48	2304
0	50	2500
0	51	2601
0	48	2304
0	51	2601
0	48	2304
0	41	1681
0	46	2116
0	50	2500
0	42	1764
0	52	2704
0	50	2500
0	57	3249
0	50	2500
0	53	2809
0	51	2601
0	48	2304
0	48	2304
0	44	1936
0	50	2500
0	45	2025
0	51	2601
0	44	1936
0	46	2116
0	50	2500
0	46	2116
0	46	2116
0	45	2025
0	46	2116
0	58	3364
0	55	3025
0	45	2025
0	51	2601
0	53	2809
0	49	2401
0	46	2116
0	47	2209
0	51	2601
0	45	2025
0	53	2809
0	55	3025
0	44	1936
0	46	2116
0	50	2500
0	48	2304
0	46	2116
0	55	3025
0	48	2304
0	52	2704
0	44	1936
0	48	2304
0	44	1936
0	47	2209
0	47	2209
0	58	3364
0	52	2704
0	46	2116
0	48	2304
0	59	3481
0	48	2304
0	51	2601
0	45	2025
0	49	2401
0	46	2116
0	44	1936
0	46	2116
0	50	2500
0	49	2401
0	45	2025
0	45	2025
0	46	2116
0	45	2025
0	47	2209
0	48	2304
0	44	1936
0	51	2601
0	47	2209
0	51	2601
0	50	2500
0	53	2809
0	48	2304
0	45	2025
0	53	2809
0	43	1849
0	42	1764
0	55	3025
0	55	3025
0	46	2116
0	46	2116
0	52	2704
0	46	2116
0	54	2916
0	44	1936
0	50	2500
0	44	1936
0	50	2500
0	46	2116
0	56	3136
0	50	2500
0	50	2500
0	54	2916
0	51	2601
0	51	2601
0	48	2304
0	57	3249
0	53	2809
0	48	2304
0	42	1764
0	53	2809
0	47	2209
0	46	2116
0	51	2601
0	51	2601
0	47	2209
0	43	1849
0	49	2401
0	51	2601
0	50	2500
0	43	1849
0	45	2025
0	47	2209
0	46	2116
0	57	3249
0	46	2116
0	46	2116
0	41	1681
0	50	2500
0	48	2304
0	47	2209
0	47	2209
0	44	1936
0	42	1764
0	45	2025
0	45	2025
0	44	1936
0	45	2025
0	52	2704
0	52	2704
0	49	2401
0	54	2916
0	50	2500
0	47	2209
0	50	2500
0	46	2116
0	41	1681
0	46	2116
0	51	2601
0	46	2116
0	50	2500
0	50	2500
0	46	2116
0	49	2401
0	49	2401
0	50	2500
0	46	2116
0	51	2601
0	45	2025
0	47	2209
0	46	2116
0	49	2401
0	51	2601
0	47	2209
0	42	1764
0	48	2304
0	64	4096
0	50	2500
0	47	2209
0	41	1681
0	45	2025
0	54	2916
0	45	2025
0	54	2916
0	42	1764
0	60	3600
0	52	2704
0	61	3721
0	44	1936
0	46	2116
0	47	2209
0	51	2601
0	55	3025
0	50	2500
0	48	2304
0	50	2500
0	47	2209
0	51	2601
0	50	2500
0	48	2304
0	45	2025
0	46	2116
0	46	2116
0	59	3481
0	54	2916
0	51	2601
0	46	2116
0	43	1849
0	51	2601
0	50	2500
0	50	2500
0	51	2601
0	52	2704
0	51	2601
0	48	2304
0	50	2500
0	49	2401
0	46	2116
0	50	2500
0	49	2401
0	48	2304
0	50	2500
0	44	1936
0	46	2116
0	53	2809
0	44	1936
0	54	2916
0	50	2500
0	52	2704
0	43	1849
0	51	2601
0	52	2704
0	56	3136
0	48	2304
0	43	1849
0	47	2209
0	46	2116
0	49	2401
0	50	2500
0	51	2601
0	50	2500
0	48	2304
0	55	3025
0	51	2601
0	45	2025
0	49	2401
0	48	2304
0	47	2209
0	43	1849
0	49	2401
0	52	2704
0	52	2704
0	48	2304
0	53	2809
0	51	2601
0	51	2601
0	48	2304
0	52	2704
0	49	2401
0	48	2304
0	46	2116
0	57	3249
0	52	2704
0	46	2116
0	50	2500
0	58	3364
0	44	1936
0	59	3481
0	53	2809
0	47	2209
0	54	2916
0	44	1936
0	55	3025
0	50	2500
0	42	1764
0	46	2116
0	50	2500
0	55	3025
0	49	2401
0	53	2809
0	45	2025
0	45	2025
0	44	1936
0	47	2209
0	49	2401
0	53	2809
0	44	1936
0	47	2209
0	48	2304
0	44	1936
0	47	2209
0	43	1849
0	48	2304
0	57	3249
0	53	2809
0	49	2401
0	47	2209
0	44	1936
0	48	2304
0	50	2500
0	55	3025
0	59	3481
0	56	3136
0	50	2500
0	50	2500
0	51	2601
0	51	2601
0	49	2401
0	47	2209
0	51	2601
0	44	1936
0	49	2401
0	48	2304
0	51	2601
0	52	2704
0	48	2304
0	49	2401
0	48	2304
0	46	2116
0	60	3600
0	52	2704
0	44	1936
0	49	2401
0	41	1681
0	49	2401
0	46	2116
0	48	2304
0	55	3025
0	46	2116
0	54	2916
0	47	2209
0	57	3249
0	46	2116
0	45	2025
0	50	2500
0	48	2304
0	49	2401
0	50	2500
0	46	2116
0	55	3025
0	46	2116
0	52	2704
0	45	2025
0	47	2209
0	48	2304
0	45	2025
0	50	2500
0	49	2401
0	60	3600
0	41	1681
0	47	2209
0	54	2916
0	51	2601
0	50	2500
0	47	2209
0	44	1936
0	47	2209
0	47	2209
0	46	2116
0	42	1764
0	46	2116
0	49	2401
0	50	2500
0	49	2401
0	47	2209
0	50	2500
0	44	1936
0	45	2025
0	49	2401
0	49	2401
0	49	2401
0	48	2304
0	48	2304
0	48	2304
0	51	2601
0	46	2116
0	56	3136
0	48	2304
0	43	1849
0	41	1681
0	50	2500
0	44	1936
0	50	2500
0	46	2116
0	56	3136
0	44	1936
0	45	2025
0	50	2500
0	46	2116
0	51	2601
0	44	1936
0	51	2601
0	43	1849
0	58	3364
0	45	2025
0	53	2809
0	47	2209
0	51	2601
0	44	1936
0	47	2209
0	50	2500
0	43	1849
0	47	2209
0	56	3136
0	52	2704
0	51	2601
0	44	1936
0	49	2401
0	45	2025
0	45	2025
0	46	2116
0	50	2500
0	48	2304
0	45	2025
0	48	2304
0	46	2116
0	51	2601
0	51	2601
0	48	2304
0	49	2401
0	51	2601
0	45	2025
0	46	2116
0	47	2209
0	44	1936
0	45	2025
0	44	1936
0	41	1681
0	51	2601
0	51	2601
0	44	1936
0	47	2209
0	45	2025
0	42	1764
0	59	3481
0	46	2116
0	54	2916
0	51	2601
0	47	2209
0	47	2209
0	44	1936
0	55	3025
0	49	2401
0	45	2025
0	51	2601
0	49	2401
0	51	2601
0	54	2916
0	53	2809
0	46	2116
0	50	2500
0	46	2116
0	52	2704
0	49	2401
0	45	2025
0	47	2209
0	60	3600
0	47	2209
0	54	2916
0	47	2209
0	54	2916
0	49	2401
0	44	1936
0	44	1936
0	48	2304
0	52	2704
0	41	1681
0	46	2116
0	48	2304
0	43	1849
0	52	2704
0	51	2601
0	48	2304
0	46	2116
0	42	1764
0	47	2209
0	44	1936
0	57	3249
0	44	1936
0	48	2304
0	51	2601
0	45	2025
0	43	1849
0	52	2704
0	57	3249
0	46	2116
0	50	2500
0	44	1936
0	57	3249
0	51	2601
0	57	3249
0	48	2304
0	47	2209
0	45	2025
0	50	2500
0	48	2304
0	52	2704
0	42	1764
0	60	3600
0	48	2304
0	49	2401
0	46	2116
0	49	2401
0	50	2500
0	48	2304
0	44	1936
0	58	3364
0	46	2116
0	49	2401
0	40	1600
0	55	3025
0	43	1849
0	57	3249
0	50	2500
0	51	2601
0	44	1936
0	48	2304
0	49	2401
0	47	2209
0	60	3600
0	46	2116
0	47	2209
0	56	3136
0	45	2025
0	49	2401
0	51	2601
0	57	3249
0	56	3136
0	45	2025
0	49	2401
0	45	2025
0	48	2304
0	44	1936
0	53	2809
0	48	2304
0	51	2601
0	50	2500
0	46	2116
0	49	2401
1	158	24964
1	149	22201
1	155	24025
1	197	38809
1	137	18769
1	155	24025
1	160	25600
1	153	23409
1	143	20449
1	162	26244
1	150	22500
1	168	28224
1	149	22201
1	137	18769
1	138	19044
1	141	19881
1	162	26244
1	151	22801
1	170	28900
1	147	21609
1	159	25281
1	139	19321
1	156	24336
1	156	24336
1	177	31329
1	150	22500
1	154	23716
1	148	21904
1	164	26896
1	158	24964
1	148	21904
1	148	21904
1	155	24025
1	166	27556
1	155	24025
1	146	21316
1	151	22801
1	151	22801
1	133	17689
1	139	19321
1	154	23716
1	145	21025
1	162	26244
1	164	26896
1	142	20164
1	160	25600
1	142	20164
1	141	19881
1	175	30625
1	143	20449
1	150	22500
1	138	19044
1	141	19881
1	140	19600
1	142	20164
1	142	20164
1	139	19321
1	147	21609
1	143	20449
1	180	32400
1	159	25281
1	162	26244
1	148	21904
1	137	18769
1	158	24964
1	158	24964
1	154	23716
1	149	22201
1	159	25281
1	169	28561
1	141	19881
1	158	24964
1	148	21904
1	157	24649
1	142	20164
1	140	19600
1	146	21316
1	148	21904
1	126	15876
1	162	26244
1	182	33124
1	135	18225
1	142	20164
1	161	25921
1	143	20449
1	133	17689
1	146	21316
1	142	20164
1	146	21316
1	174	30276
1	137	18769
1	139	19321
1	170	28900
1	199	39601
1	157	24649
1	142	20164
1	153	23409
1	156	24336
1	141	19881
1	197	38809
2	547	299209
2	577	332929
2	451	203401
2	513	263169
2	416	173056
